place_id,title,address,maps_url,review_url,street,categories,services,labels,phone,review_count,rating,latitude,longitude,website,claimed,opening_hours,menu_link,booking_link,table_order_link,latest_post,municipality
"ChIJcfGE2t4FGTkRXRom3q7hI6w","AUTO DOCTOR Workshop","51 Jail Rd, Jinnah Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=12404005939876076125","https://search.google.com/local/reviews?placeid=ChIJcfGE2t4FGTkRXRom3q7hI6w&q=auto+repair+shop+lahore&authuser=0&hl=en","51 Jail Rd","Car repair and maintenance service, Auto body shop, Auto painting, Auto restoration service, Mechanic, Oil change service","Onsite services","Service options: Onsite services; Offerings: Oil change; Payments: Credit cards, Debit cards, NFC mobile payments, Credit cards","03214888872",24,5,31.543452499999997,74.3231572,"http://www.autodoctor.pk/","TRUE","Tuesday: 10:30 AM–7 PM, Wednesday: 10:30 AM–7 PM, Thursday: 10:30 AM–7 PM, Friday: 10:30 AM–7 PM, Saturday: 10:30 AM–7 PM, Sunday: Closed, Monday: 10:30 AM–7 PM",,,,,"Jinnah Town"
"ChIJ45Fq0tsFGTkRce7mAGFOC4w","Brightway auto workshop","48, near grid station, Rehman Park Gulberg 2, Lahore, Pakistan","https://www.google.com/maps?cid=10091245568587656817","https://search.google.com/local/reviews?placeid=ChIJ45Fq0tsFGTkRce7mAGFOC4w&q=auto+repair+shop+lahore&authuser=0&hl=en","48, near grid station","Auto repair shop","Onsite services","Service options: Onsite services; Amenities: Mechanic, Restroom","03014658311",57,4,31.524137,74.3596637,,"FALSE","Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: Closed, Monday: 9 AM–5 PM",,,,,"Rehman Park Gulberg 2"
"ChIJ555_SLAcGTkRrKvQ2V2cXIQ","Kashif Auto Workshop","4 Haider Rd, Sant Nagar Islampura, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=9537670037764090796","https://search.google.com/local/reviews?placeid=ChIJ555_SLAcGTkRrKvQ2V2cXIQ&q=auto+repair+shop+lahore&authuser=0&hl=en","4 Haider Rd","Auto repair shop",,"Amenities: Mechanic","03004130771",31,4.7,31.5664044,74.2984245,,"FALSE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"Sant Nagar Islampura"
"ChIJEUrECcoHGTkRoQWEcUIMPBE","khan auto Workshop","Khan Auto Workshop, Defence Rd, Amar Sidhu Chungi, Lahore, Pakistan","https://www.google.com/maps?cid=1241881076759266721","https://search.google.com/local/reviews?placeid=ChIJEUrECcoHGTkRoQWEcUIMPBE&q=auto+repair+shop+lahore&authuser=0&hl=en","Khan Auto Workshop, Defence Rd","Mechanic","Onsite services","Service options: Onsite services; Payments: NFC mobile payments","03214954635",138,4.8,31.447805,74.3507843,,"TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: Closed, Monday: 9 AM–10 PM",,,,,"Amar Sidhu Chungi"
"ChIJ5Qf5iYkBGTkRKTruxivkn2Y","TIME 'N' TUNE AUTOMOBILE WORKSHOP","50 R Block Shah Alam Rd, Block R Phase 2 Johar Town, Lahore, Pakistan","https://www.google.com/maps?cid=7394879989837871657","https://search.google.com/local/reviews?placeid=ChIJ5Qf5iYkBGTkRKTruxivkn2Y&q=auto+repair+shop+lahore&authuser=0&hl=en","50 R Block Shah Alam Rd","Auto bodywork mechanic","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance","03004939804",110,4.6,31.460631999999997,74.2732875,,"TRUE","Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: Closed, Monday: 9 AM–7 PM",,,,,"Block R Phase 2 Johar Town"
"ChIJGZN0EWYJGTkRymgrBEtsbXY","Malik Auto Workshop & Electrician","Bedian Rd, opposite Askari 11, Sector A DHA Phase 6, Lahore, 54810, Pakistan","https://www.google.com/maps?cid=8533595938385258698","https://search.google.com/local/reviews?placeid=ChIJGZN0EWYJGTkRymgrBEtsbXY&q=auto+repair+shop+lahore&authuser=0&hl=en","Bedian Rd, opposite Askari 11","Public bathroom","Onsite services","Service options: Onsite services","03238041326",35,4.7,31.4636897,74.43545259999999,,"TRUE","Tuesday: 11:30 AM–9 PM, Wednesday: 11:30 AM–9 PM, Thursday: 11:30 AM–9 PM, Friday: 11:30 AM–9 PM, Saturday: Closed, Sunday: Closed, Monday: 11:30 AM–9 PM",,,,,"Sector A DHA Phase 6"
"ChIJS5uPep4FGTkRWGU_DJezqcM","New Defence Auto Zone specialist for Hybrid Cars","F9Q8+295, near Shahi Murgh Hotel, Madina Colony, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=14098997569786963288","https://search.google.com/local/reviews?placeid=ChIJS5uPep4FGTkRWGU_DJezqcM&q=auto+repair+shop+lahore&authuser=0&hl=en","F9Q8+295, near Shahi Murgh Hotel","Auto repair shop",,"Amenities: Mechanic, Restroom","03134259002",12,5,31.4875464,74.36669619999999,,"TRUE","Tuesday: 9:30 AM–9:30 PM, Wednesday: 9:30 AM–9:30 PM, Thursday: 9:30 AM–9:30 PM, Friday: 9:30 AM–9:30 PM, Saturday: 9:30 AM–9:30 PM, Sunday: Closed, Monday: 9:30 AM–9:30 PM",,,,,"Madina Colony"
"ChIJc22zfnIHGTkRd28FqTuAwOw","Best PPF Service In Lahore | SB Car Care Maffia","15-S , Fortress Lahore Sialkot, block, Saddar Town, Lahore, 54830, Pakistan","https://www.google.com/maps?cid=17059776382206570359","https://search.google.com/local/reviews?placeid=ChIJc22zfnIHGTkRd28FqTuAwOw&q=auto+repair+shop+lahore&authuser=0&hl=en","15-S , Fortress Lahore Sialkot, block","Auto restoration service",,"","03211870647",79,3.5,31.5326582,74.36825,"https://www.sbcarcaremaffia.com/","TRUE","Tuesday: 10 AM–11 PM, Wednesday: 10 AM–11 PM, Thursday: 10 AM–11 PM, Friday: 10 AM–11 PM, Saturday: 10 AM–11 PM, Sunday: 10 AM–11 PM, Monday: 10 AM–11 PM",,,,,"Saddar Town"
"ChIJOfRTEBMHGTkRLYYVfie61Xg","Adnan Autos 24/7","Shop # 42, F block Ghazi Rd, Co-operative, Lahore, 22860, Pakistan","https://www.google.com/maps?cid=8707070133372552749","https://search.google.com/local/reviews?placeid=ChIJOfRTEBMHGTkRLYYVfie61Xg&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop # 42, F block Ghazi Rd","Mechanic",,"","03008293475",37,4.9,31.463071999999997,74.3666147,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Co-operative"
"ChIJ0dYYEGUBGTkRLwJCfA_SxKY","Classic Auto Zone (Auto Repair & Maintenance, Oil Change Workshop )","Chowk, Classic Auto Zone 47-A Revenue Cooperative Housing Society, Main Shadewal, Main Road, Block A Revenue Employees Cooperative Housing Society, Lahore, Pakistan","https://www.google.com/maps?cid=12016960669682369071","https://search.google.com/local/reviews?placeid=ChIJ0dYYEGUBGTkRLwJCfA_SxKY&q=auto+repair+shop+lahore&authuser=0&hl=en","Chowk, Classic Auto Zone 47-A Revenue Cooperative Housing Society, Main Shadewal, Main Road","Auto repair shop, Air conditioning repair service, Auto body parts supplier, Auto machine shop, Car accessories store, Car inspection station, Car repair and maintenance service, Car security system installer, Oil change service, Painting",,"From the business: Identifies as women-owned; Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom; Offerings: Oil change; Amenities: Mechanic, Restroom; Planning: Appointment required; Payments: Credit cards","03086669077",272,4.2,31.4568749,74.2788632,"http://www.classicautozone.com/","TRUE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 9 AM–5 PM, Monday: 9 AM–8 PM",,"https://www.instagram.com/classicautozone?igsh=MXRzejFqd2ZndmZuZA==",,,"Block A Revenue Society Block A Revenue Employees Cooperative Housing Society"
"ChIJ45ITS_4FGTkRSbYaQhK2xBc","Car doctor Ashraf auto workshop","F9Q9+3FJ, Yasrab Colony Lahore, Pakistan","https://www.google.com/maps?cid=1712693947842344521","https://search.google.com/local/reviews?placeid=ChIJ45ITS_4FGTkRSbYaQhK2xBc&q=auto+repair+shop+lahore&authuser=0&hl=en","F9Q9+3FJ","Car repair and maintenance service",,"","03214080206",3,5,31.4877537,74.3686491,,"FALSE","Tuesday: 8:30 AM–11:30 PM, Wednesday: 8:30 AM–11:30 PM, Thursday: 8:30 AM–11:30 PM, Friday: 8:30 AM–11:30 PM, Saturday: 8:30 AM–11:30 PM, Sunday: 8:30 AM–11:30 PM, Monday: 8:30 AM–11:30 PM",,,,,"Yasrab Colony"
"ChIJ_W11XQQPGTkRFzbLk2yy2v8","Car Tyre Shop","GCX6+6GM, Zarrar Shaheed Rd, Ghazi Road Cantt, Lahore, 54851, Pakistan","https://www.google.com/maps?cid=18436244204000327191","https://search.google.com/local/reviews?placeid=ChIJ_W11XQQPGTkRFzbLk2yy2v8&q=auto+repair+shop+lahore&authuser=0&hl=en","GCX6+6GM, Zarrar Shaheed Rd","Tire shop","Onsite services","Service options: Onsite services; Amenities: Mechanic, Restroom",,84,3.8,31.548091499999998,74.411307,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Ghazi Road Cantt"
"ChIJHY5XEEsPGTkRI0xojtkD_IU","AM Honda Centre","HCFP+PW8, Lahore Press Club Housing Scheme, Lahore, Pakistan","https://www.google.com/maps?cid=9654595934107487267","https://search.google.com/local/reviews?placeid=ChIJHY5XEEsPGTkRI0xojtkD_IU&q=auto+repair+shop+lahore&authuser=0&hl=en","HCFP+PW8","Motorcycle repair shop",,"Amenities: Mechanic",,28,4.2,31.5742966,74.43733879999999,,"FALSE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: 9 AM–9 PM, Monday: 9 AM–9 PM",,,,,"Lahore Press Club Housing Scheme"
"ChIJ2Y2FkMADGTkR7b7O82UxAdA","Carigar Restomods (Auto Workshop and Car garage)","618 R3, Block R 3 Phase 2 Johar Town, Lahore, 54530, Pakistan","https://www.google.com/maps?cid=14988315348817592045","https://search.google.com/local/reviews?placeid=ChIJ2Y2FkMADGTkR7b7O82UxAdA&q=auto+repair+shop+lahore&authuser=0&hl=en","618 R3","Auto restoration service, Auto body shop, Auto bodywork mechanic, Electrician, Mechanic, Oil change service","Onsite services","Service options: Onsite services; Offerings: Oil change; Planning: Appointment required","03262274427",266,4.4,31.4484906,74.2760973,"http://youtube.com/Caristaniyan","TRUE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"Block R3 Block R 3 Phase 2 Johar Town"
"ChIJw78HtM8PGTkRCjyEo4QzASI","Ashraf Bhatti Auto Workshop","Khuda Buksh Colony Lahore, Pakistan","https://www.google.com/maps?cid=2450296317038312458","https://search.google.com/local/reviews?placeid=ChIJw78HtM8PGTkRCjyEo4QzASI&q=auto+repair+shop+lahore&authuser=0&hl=en",,"Car repair and maintenance service",,"","03218488597",14,4.4,31.496324899999998,74.42065869999999,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Khuda Buksh Colony"
"ChIJQVm-LoQPGTkRD618yKiIBGI","Ali Hajveri Auto","HCC6+G26, Kachcha, Salamat Pura Rd, Fatehgarh, Lahore, Pakistan","https://www.google.com/maps?cid=7062920374123277583","https://search.google.com/local/reviews?placeid=ChIJQVm-LoQPGTkRD618yKiIBGI&q=auto+repair+shop+lahore&authuser=0&hl=en","HCC6+G26, Kachcha, Salamat Pura Rd","Motorcycle repair shop",,"Amenities: Mechanic","03248469605",1,3,31.5712767,74.41002929999999,,"FALSE","",,,,,"Fatehgarh"
"ChIJwaHrmIwFGTkRoiZAvJ-Ptj8","Apna Mechanic PK","Shop number #A1/A2, R.A Bazar, Cantt, 54810, Pakistan","https://www.google.com/maps?cid=4591014786371692194","https://search.google.com/local/reviews?placeid=ChIJwaHrmIwFGTkRoiZAvJ-Ptj8&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop number #A1/A2, R.A Bazar","Auto repair shop",,"Amenities: Mechanic","03334422335",10,4.8,31.505737,74.38532959999999,,"FALSE","Tuesday: 8 AM–9 PM, Wednesday: 8 AM–9 PM, Thursday: 8 AM–9 PM, Friday: 8 AM–9 PM, Saturday: 8 AM–9 PM, Sunday: 10 AM–5 AM, Monday: 8 AM–9 PM",,,,,"Cantt"
"ChIJp_JkDoUPGTkRxnQthCevAPY","BismilAllah Tyre Shop","Main Road, Amir Town Canal Bank Housing Scheme, Lahore, Pakistan","https://www.google.com/maps?cid=17726360717586429126","https://search.google.com/local/reviews?placeid=ChIJp_JkDoUPGTkRxnQthCevAPY&q=auto+repair+shop+lahore&authuser=0&hl=en","Main Road","Tire shop",,"Amenities: Mechanic","03037845717",1,3,31.5707591,74.4188721,,"FALSE","Tuesday: 7 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 7 AM–8 PM, Friday: 7 AM–8 PM, Saturday: 7 AM–8 PM, Sunday: 7 AM–8 PM, Monday: 7 AM–5 PM",,,,,"Amir Town Canal Bank Housing Scheme"
"ChIJZfGkYbcdGTkRl8GdATlytOs","Bilal Ganj Auto Parts and shop lahore","Shop no 99, Bilal Ganj saqibStreetno 1 Bilal Ganj, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=16984325683886801303","https://search.google.com/local/reviews?placeid=ChIJZfGkYbcdGTkRl8GdATlytOs&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop no 99","Auto parts store, Auto accessories wholesaler, Auto body parts supplier, Auto machine shop, Auto market, Auto tune up service, Oil change service, Repair service, Used auto parts store","Delivery, In-store pickup, In-store shopping, Onsite services","Service options: Delivery, In-store pickup, In-store shopping, Onsite services; Accessibility: Wheelchair accessible seating, Wheelchair accessible entrance; Offerings: Oil change; Amenities: Gender-neutral restroom, Wi-Fi, Wi-Fi; Planning: Appointment required; Recycling: Batteries, Electronics; Payments: Checks, Credit cards, Debit cards, NFC mobile payments, Credit cards; Parking: Paid street parking","03017928133",580,4.6,31.5788147,74.3015247,"https://bilalganjautoparts.com/","TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Closed, Monday: Open 24 hours",,"https://bilalganjautoparts.com/",,,"Bilal Ganj saqibStreetno 1 Bilal Ganj"
"ChIJ3aQDBYsBGTkRziwv7JLvHzA","Al Makkah Auto Garage","Plot 338D, Audit and accounts, College Rd, Block D Audit and Accounts Housing Society, Lahore, Pakistan","https://www.google.com/maps?cid=3467753652405349582","https://search.google.com/local/reviews?placeid=ChIJ3aQDBYsBGTkRziwv7JLvHzA&q=auto+repair+shop+lahore&authuser=0&hl=en","Plot 338D, Audit and accounts, College Rd","Auto repair shop, Car repair and maintenance service","Onsite services","Service options: Onsite services; Amenities: Mechanic","03114633305",84,4.8,31.3935438,74.2683775,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block D Audit and Accounts Housing Society"
"ChIJS5iiPawBSiQRWS1iMkP6AQQ","Car House Auto Mechanic In Lahore",,"https://www.google.com/maps?cid=288787017643470169","https://search.google.com/local/reviews?placeid=ChIJS5iiPawBSiQRWS1iMkP6AQQ&q=auto+repair+shop+lahore&authuser=0&hl=en",,"Car repair and maintenance service, Service establishment",,"From the business: Identifies as women-owned","03154875874",2,5,31.462108999999998,74.2292243,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJNV7MimkPGTkRRNVHqp5qSME","City Auto Workshop","FCXC+9QX Shehanshah & Butt Shinwari Hotel, Airport Rd, Khuda Buksh Colony Cantt, Lahore, Pakistan","https://www.google.com/maps?cid=13927499077337470276","https://search.google.com/local/reviews?placeid=ChIJNV7MimkPGTkRRNVHqp5qSME&q=auto+repair+shop+lahore&authuser=0&hl=en","FCXC+9QX Shehanshah & Butt Shinwari Hotel, Airport Rd","Car repair and maintenance service","Onsite services","Service options: Onsite services","03214622125",36,4.7,31.498493099999997,74.42199389999999,,"FALSE","",,,,,"Khuda Buksh Colony Cantt"
"ChIJ5QD5Qq0IGTkRImB7Jp38WSo","Bawa Auto Workshop","FCJ8+VJV, Punjab Small Industries Cooperative Housing Society Phase 1 Cantt View Housing Scheme, Lahore, Pakistan","https://www.google.com/maps?cid=3051747974405906466","https://search.google.com/local/reviews?placeid=ChIJ5QD5Qq0IGTkRImB7Jp38WSo&q=auto+repair+shop+lahore&authuser=0&hl=en","FCJ8+VJV","Auto machine shop",,"Amenities: Mechanic","03228442280",28,4.5,31.4822463,74.4165496,,"FALSE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 9 AM–8 PM, Monday: 9 AM–8 PM",,,,,"Punjab Small Industries Cooperative Housing Society Phase 1 Cantt View Housing Scheme"
"ChIJBUr8BgABGTkRXLWo14Ixnkk","Auto Lab Workshop","Shop Number, Johar, 106, F Block, Block F Phase 1 Town, Lahore, 54782, Pakistan","https://www.google.com/maps?cid=5304731849122690396","https://search.google.com/local/reviews?placeid=ChIJBUr8BgABGTkRXLWo14Ixnkk&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop Number, Johar, 106, F Block","Auto repair shop, Car repair and maintenance service","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible seating; Offerings: Oil change; Amenities: Mechanic; Payments: Cash-only; Parking: On-site parking","03701001001",46,4.3,31.467574199999998,74.29005029999999,"http://www.autolabworkshop.com/","TRUE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"Block F Phase 1 Town"
"ChIJ6-o-a44PGTkRAz63AJuaoMw","Mehar Auto workshop and oil change","HFHM+F49, Jallo Park Access Rd, Phase 4 Jallo Wana, Lahore, Pakistan","https://www.google.com/maps?cid=14744955170533621251","https://search.google.com/local/reviews?placeid=ChIJ6-o-a44PGTkRAz63AJuaoMw&q=auto+repair+shop+lahore&authuser=0&hl=en","HFHM+F49, Jallo Park Access Rd","Auto repair shop",,"Amenities: Mechanic",,1,5,31.5786521,74.4828725,,"FALSE","",,,,,"Phase 4 Jallo Wana"
"ChIJZfV1uOkIGTkRN5fLbqpe_cg","New Defence Auto workshop & Car Ac - mechanic electrician","pump, euro patrol pump bedian filling station Lahore, Bedian Rd, Sector A Euro, petrol, 54000, Pakistan","https://www.google.com/maps?cid=14482836062789670711","https://search.google.com/local/reviews?placeid=ChIJZfV1uOkIGTkRN5fLbqpe_cg&q=auto+repair+shop+lahore&authuser=0&hl=en","pump, euro patrol pump bedian filling station Lahore, Bedian Rd","Auto air conditioning service",,"Payments: NFC mobile payments","03222222409",18,4.9,31.4621319,74.4369514,,"TRUE","Tuesday: 8 AM–10 PM, Wednesday: 8 AM–10 PM, Thursday: 8 AM–10 PM, Friday: 8 AM–10 PM, Saturday: 8 AM–10:30 PM, Sunday: 10 AM–5 PM, Monday: 8 AM–10 PM",,,,,"Sector A Euro"
"ChIJBdEydwAFGTkR5cta1pcUHug","Bilal Auto workshop","F9R5+9VR, Madina Colony, Lahore, Pakistan","https://www.google.com/maps?cid=16725828708469492709","https://search.google.com/local/reviews?placeid=ChIJBdEydwAFGTkR5cta1pcUHug&q=auto+repair+shop+lahore&authuser=0&hl=en","F9R5+9VR","Auto bodywork mechanic",,"","03200049907",2,5,31.4909903,74.3596421,,"FALSE","Tuesday: 8:30 AM–9 PM, Wednesday: 8:30 AM–9 PM, Thursday: 8:30 AM–9 PM, Friday: 8:30 AM–9 PM, Saturday: 8:30 AM–9 PM, Sunday: 8:30 AM–9 PM, Monday: 8:30 AM–9 PM",,,,,"Madina Colony"
"ChIJ6d0mbrUGGTkR6bvWj-SWU2c","Saeed Bhai Auto Workshop","C8X7+P95, Township Twp Commercial Area Lahore, Pakistan","https://www.google.com/maps?cid=7445460517383486441","https://search.google.com/local/reviews?placeid=ChIJ6d0mbrUGGTkR6bvWj-SWU2c&q=auto+repair+shop+lahore&authuser=0&hl=en","C8X7+P95","Auto tune up service","Onsite services","Service options: Onsite services","03334243982",54,4.8,31.4492704,74.31347629999999,,"FALSE","Tuesday: 10 AM–7:30 PM, Wednesday: 10 AM–7:30 PM, Thursday: 10 AM–7:30 PM, Friday: 10 AM–7:30 PM, Saturday: 10 AM–7:30 PM, Sunday: Closed, Monday: 10 AM–7:30 PM",,,,,"Township Township Commercial Area"
"ChIJF6vAudkFGTkRsnADsslmeeE","International Auto Workshop","Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=16247130147176804530","https://search.google.com/local/reviews?placeid=ChIJF6vAudkFGTkRsnADsslmeeE&q=auto+repair+shop+lahore&authuser=0&hl=en",,"Car repair and maintenance service","Onsite services","Service options: Onsite services","04235764974",87,4.1,31.524437499999998,74.3569375,,"FALSE","Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: Closed, Monday: 9 AM–7 PM",,,,,"Block N Gulberg III"
"ChIJLeTjJpkFGTkRSucuyBF4Low","Musa auto workshop","Iqbal Park, DHA Phase 3, Lahore, Pakistan","https://www.google.com/maps?cid=10101143032006895434","https://search.google.com/local/reviews?placeid=ChIJLeTjJpkFGTkRSucuyBF4Low&q=auto+repair+shop+lahore&authuser=0&hl=en","Iqbal Park","Auto repair shop",,"Amenities: Mechanic","03004207741",3,5,31.4871058,74.3810496,,"FALSE","Tuesday: 8:40 AM–10 PM, Wednesday: 8:40 AM–10 PM, Thursday: 8:40 AM–10 PM, Friday: 8:40 AM–10 PM, Saturday: 8:40 AM–10 PM, Sunday: 8:40 AM–10 PM, Monday: 8:40 AM–10 PM",,,,,"Iqbal Park DHA Phase 3"
"ChIJecIB3RkEGTkR66h9zVmeu_0","Magic Motors","A-Block, F8MJ+5CW Store Market, Circuller Road, Model Town, Lahore, 54700, Pakistan","https://www.google.com/maps?cid=18283381220777502955","https://search.google.com/local/reviews?placeid=ChIJecIB3RkEGTkR66h9zVmeu_0&q=auto+repair+shop+lahore&authuser=0&hl=en","A-Block, F8MJ+5CW Store Market, Circuller Road","Auto repair shop, Auto body shop, Auto tune up service, Brake shop, Oil change service","Onsite services","Service options: Onsite services; Offerings: Oil change; Amenities: Mechanic","03047461951",122,4.2,31.483003999999998,74.331059,"http://www.magicmotors.com.pk/","TRUE","Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: Closed, Monday: 9 AM–7 PM",,,,,"Model Town"
"ChIJIdXwU0ABGTkRwHnsV5UnpKI","Mechanic Zones ( Automobile Workshop)","Opposit PSO Pump Service Lane, Main Boulevard LDA Avenue, Plot# 178, Block B Public Health Society, Lahore, 54770, Pakistan","https://www.google.com/maps?cid=11719535652703599040","https://search.google.com/local/reviews?placeid=ChIJIdXwU0ABGTkRwHnsV5UnpKI&q=auto+repair+shop+lahore&authuser=0&hl=en","Opposit PSO Pump Service Lane, Main Boulevard LDA Avenue, Plot# 178","Auto repair shop, Auto air conditioning service, Auto dent removal service, Auto painting, Auto tune up service, Electrician, Motor vehicle dealer, Vehicle inspection service","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating, Assistive hearing loop; Offerings: Oil change; Amenities: Gender-neutral restroom, Mechanic, Restroom; Payments: Cash-only; Parking: On-site parking","03060426969",57,4.7,31.4180936,74.2169883,"http://mechaniczones.com/","TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: 11 AM–6 PM, Monday: 9 AM–10 PM",,"https://wa.me/923060426969",,,"Public Health Society Block B Public Health Society"
"ChIJR7XJI6wIGTkRPqZs9dXpvv4","Al-Makkah Auto Workshop","FCG7+X89, Punjab Small Industries Housing Society, Lahore, Pakistan","https://www.google.com/maps?cid=18356366236363564606","https://search.google.com/local/reviews?placeid=ChIJR7XJI6wIGTkRPqZs9dXpvv4&q=auto+repair+shop+lahore&authuser=0&hl=en","FCG7+X89","Car repair and maintenance service",,"","03004553036",61,4.1,31.4774061,74.413353,,"FALSE","Tuesday: 8 AM–9 PM, Wednesday: 8 AM–9 PM, Thursday: 8 AM–9 PM, Friday: 8 AM–9 PM, Saturday: 8 AM–9 PM, Sunday: Closed, Monday: 8 AM–9 PM",,,,,"Punjab Small Industries Housing Society"
"ChIJUSUIcN8JGTkRiKMSbzLI-yg","New Auto Point Muhammad Akhter","FC7J+MFV, Service Road, Askari XI, Lahore, Pakistan","https://www.google.com/maps?cid=2953174099608904584","https://search.google.com/local/reviews?placeid=ChIJUSUIcN8JGTkRiKMSbzLI-yg&q=auto+repair+shop+lahore&authuser=0&hl=en","FC7J+MFV, Service Road","Auto repair shop, Auto dent removal service","Onsite services","Service options: Onsite services; Amenities: Mechanic, Restroom; Payments: NFC mobile payments","03009402692",23,4.8,31.464187499999998,74.4311875,,"TRUE","Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: Closed, Monday: 9 AM–7 PM",,,,,"Askari XI"
"ChIJeXgNtFMJGTkRLS0CbRkXrC0","Bismillah Car Workshop","FCGG+88G, Bedian Rd, Ismail Pura Jamun, Lahore, Pakistan","https://www.google.com/maps?cid=3291030825671470381","https://search.google.com/local/reviews?placeid=ChIJeXgNtFMJGTkRLS0CbRkXrC0&q=auto+repair+shop+lahore&authuser=0&hl=en","FCGG+88G, Bedian Rd","Auto repair shop",,"Amenities: Mechanic","03044569442",4,5,31.4758101,74.4258352,,"FALSE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: Closed, Monday: 9 AM–8 PM",,,,,"Ismail Pura Jamun"
